F-p8xsDSjnw,30,lions roaring,test
F0C7MjwENRk,51,hammering nails,train
F0C7MjwENRk,61,hammering nails,train
F0NXvJNxLHU,53,hammering nails,train
F0NXvJNxLHU,190,hammering nails,train
F0Xe9zc4nEM,71,playing badminton,train
F0kObjKMINY,63,playing badminton,train
F1ZVQSywml4,40,skateboarding,train
F2FjmfvmRa0,15,dog barking,train
F372tjGpPpM,0,hammering nails,train
F3AsQHJE5E0,30,dog barking,train
F3X33vaS1gk,4,playing badminton,train
F3mBwdf35qU,348,playing badminton,train
F43Khdo-sjU,20,skateboarding,train
F4iQYcwLt00,54,people sneezing,train
F4tNR8z9-s8,0,playing badminton,train
F5KJ7bydmjw,389,chopping wood,train
F5_tgdX_aS0,30,skateboarding,train
F5aNb0Z_aMY,30,people eating apple,train
F5aNb0Z_aMY,49,people eating apple,train
F9bJVVYgFl4,73,lions roaring,test
F9eKhudWUOc,68,ice cracking,train
F9eKhudWUOc,125,ice cracking,train
FAm2fNxtHOw,0,lions roaring,test
FBzvQuGDQFc,57,hammering nails,train
FDLSpyKUp90,0,people sneezing,train
FEltES9TUEU,8,hammering nails,train
FFYIcy6QY00,62,skateboarding,train
FFYIcy6QY00,228,skateboarding,train
FFfnl-GAny8,347,playing badminton,train
FFqXcpeaAk4,4,people sneezing,train
FFqXcpeaAk4,17,people sneezing,train
FG9lLFEg__Y,286,ice cracking,test
FGCfTn--lCU,7,people sneezing,train
FGCfTn--lCU,34,people sneezing,train
FHs7zOf2V4Y,79,hammering nails,train
FINmeftH3mg,255,playing badminton,train
FIO-QGbT1-g,0,skateboarding,train
FIktp5ggvX4,10,dog barking,test
FJcq-6ED8EM,40,dog barking,train
FLzR_bQZRlw,10,skateboarding,train
FM7IZ_JjL2s,174,striking bowling,train
FM7IZ_JjL2s,190,striking bowling,train
FMLhPfYb-oY,30,lions roaring,test
FMRs5hFPffA,65,lions roaring,train
FMW_NPEhdUs,507,playing badminton,train
FN7OcEhMA7I,132,playing badminton,test
FNR_4MzJdd0,27,hammering nails,train
FO0u1akOwOM,0,playing badminton,test
FO1CJtzzMRg,20,dog barking,train
FOtfGsjYmx0,204,playing badminton,train
FP_rJYMKbSM,30,dog barking,train
FPd7Kw2I2tE,10,skateboarding,train
FPefk_0ine8,20,skateboarding,train
FQDXOPv4lgE,60,skateboarding,train
FQPPueG9d5o,0,people sneezing,train
FQTthmVUZKM,17,chopping wood,train
FQTthmVUZKM,36,chopping wood,train
FQu2j4el-6g,30,skateboarding,train
FRwFfq3Tl1g,310,skateboarding,test
FT6iLUDAGe0,100,skateboarding,train
FTQUh8GmSEc,55,playing badminton,train
FUDwqBG3YaQ,20,dog barking,train
FVVfs9cZLZM,393,ice cracking,train
FVVfs9cZLZM,467,ice cracking,train
FVcz_xUPeeE,10,chopping wood,train
FVcz_xUPeeE,35,chopping wood,train
FVgyR5H7EVs,0,skateboarding,train
FW85jwNMgds,98,people eating apple,train
FW85jwNMgds,135,people eating apple,train
FXw6WbfLmLg,33,playing badminton,train
FY7gwVCnOS4,24,dog barking,train
FYHoJKiAhcQ,18,playing badminton,train
FZM29E2WwjE,30,dog barking,train
FZYUucob2T4,40,playing badminton,train
F_211i7kCck,1091,people eating apple,train
F_jn3zGgvo4,64,playing badminton,train
F_w7uu4hmLU,4,lions roaring,train
F_w7uu4hmLU,22,lions roaring,train
Fa6rZuCrZOM,51,chopping wood,train
Fa6rZuCrZOM,100,chopping wood,train
FahTXpPWTqU,210,skateboarding,train
Fcu5PE60viU,0,skateboarding,train
Ffdnesnk5GE,383,people eating apple,train
Ffdnesnk5GE,398,people eating apple,train
Fj3SHkswfIw,20,skateboarding,train
Fju_-bLUhtg,86,playing badminton,train
FkiXyAHTKgY,137,ice cracking,test
FlwnNlndMis,40,people eating apple,train
FmLsySHtHpE,81,playing badminton,train
FnAMBtdpeLM,23,playing badminton,test
FnC8xGGEPRM,27,people eating apple,train
FnC8xGGEPRM,41,people eating apple,train
FnXVJyELfKY,30,chopping wood,train
FnpvfuUApng,39,playing badminton,train
ForlLmlrpXA,70,people sneezing,train
FpaQ-4Pn12I,2,playing badminton,train
FpjFjKdm9eI,40,skateboarding,test
FroYTXKh-D8,14,lions roaring,train
FroYTXKh-D8,25,lions roaring,train
Frs4_Uf8Tq4,127,ice cracking,train
Frs4_Uf8Tq4,157,ice cracking,train
FrsXgxc3wGc,30,skateboarding,train
Fs9VaQ4xZy8,11,lions roaring,train
Fs9VaQ4xZy8,21,lions roaring,train
FsBC8LIZ7eI,45,hammering nails,test
Fte4BIeEzLU,19,people sneezing,train
Fu-lnC9KbdI,52,playing badminton,test
Fu0aX0j0cQk,148,people eating crisps,train
FuJOrAfvC8I,303,people eating crisps,train
FuJOrAfvC8I,313,people eating crisps,train
FuSCafL1VEc,69,playing badminton,train
FuZYsF1Q7a8,0,skateboarding,train
Fuhe0vSWNQ8,170,skateboarding,train
FusFUK5xcmA,206,people eating crisps,train
FusFUK5xcmA,251,people eating crisps,train
FwB52n9_dn0,7,lions roaring,train
FwB52n9_dn0,18,lions roaring,train
G-ktor2xQ40,179,playing badminton,train
G2Qb6n6B8r0,25,dog barking,train
G32PF3HjPAw,20,skateboarding,train
G49tmZL4ljs,130,people sneezing,train
G49tmZL4ljs,157,people sneezing,train
G5F_GJCm7ZM,210,playing badminton,train
G5_HPIyAD6k,70,skateboarding,train
G69-ors4JFU,44,skateboarding,train
G69-ors4JFU,348,skateboarding,train
G6lCN5WtHGQ,194,people eating apple,train
G6z6Nx9HJog,5,people sneezing,train
G6z6Nx9HJog,292,people sneezing,train
G7LFtvgGVuk,34,hammering nails,train
G7StfbQcxDU,6,lions roaring,train
G7StfbQcxDU,41,lions roaring,train
G7UG3TfhNWs,123,hammering nails,train
G7mAdYNBbVY,11,playing badminton,train
G8BSfIQcDI0,120,dog barking,train
G8DtaVDQl64,67,people eating crisps,train
G8DtaVDQl64,145,people eating crisps,train
G8RVnKABX3s,30,people sneezing,train
G9MaQb-NQT8,89,people sneezing,train
G9MaQb-NQT8,146,people sneezing,train
G9vxeHobkfU,58,ice cracking,test
GAvoeE1hPrk,28,ice cracking,train
GAvoeE1hPrk,38,ice cracking,train
GC7_u7e1Ajw,62,people eating crisps,train
GC7_u7e1Ajw,99,people eating crisps,train
GCDWVj9BjU8,12,lions roaring,test
GD8dVFZaWNU,30,skateboarding,train
GDDDe4v0IQo,222,hammering nails,test
GEFv6l1XtQI,91,hammering nails,train
GHdEgKPdzWo,4,playing badminton,train
GHlEKCM-p9w,17,people sneezing,train
GIAAjK8DuYA,14,playing badminton,train
GJxrTAevrcM,310,people eating crisps,train
GLjai294FcU,30,dog barking,train
GOTpllAaJe4,0,people sneezing,test
GOubkYmoL1c,69,chopping wood,train
GPYJXeNsEtA,46,hammering nails,train
GPYJXeNsEtA,180,hammering nails,train
GPz4iiygpKs,0,skateboarding,train
GS9pod4eMWM,74,ice cracking,train
GS9pod4eMWM,162,ice cracking,train
GSyA_x0Mv68,10,dog barking,train
GU7mq8uZgJo,135,playing tennis,test
GU7mq8uZgJo,431,playing tennis,test
GXGIUzrzcTY,20,people sneezing,train
GXY_k5yV4M0,127,skateboarding,train
GXY_k5yV4M0,204,skateboarding,train
G_8fEpuMWdk,10,skateboarding,train
G_oIf6v77k8,15,hammering nails,train
G_oIf6v77k8,29,hammering nails,train
Ga0aYTRgvtI,31,lions roaring,train
Ga0aYTRgvtI,44,lions roaring,train
GaUw6QjaYPY,93,ice cracking,test
GboBmTdNr3Q,79,dog barking,train
Gc77DPCwgnA,16,people sneezing,train
Gc77DPCwgnA,45,people sneezing,train
GctKG96t2Z8,90,skateboarding,train
GhB5NIT7zFA,135,hammering nails,train
GhB5NIT7zFA,228,hammering nails,train
GhaFOAA8QTM,32,ice cracking,train
GhaFOAA8QTM,202,ice cracking,train
Gi1lnE8idKo,20,lions roaring,train
Gi1lnE8idKo,32,lions roaring,train
GiVFo-iqRjQ,82,chopping wood,train
GicyuhoYuB8,10,dog barking,train
Gjm6cryaCZY,0,lions roaring,train
GjuCpZki6gE,75,people sneezing,train
GkOwGG1o0vQ,115,people eating crisps,train
GkOwGG1o0vQ,155,people eating crisps,train
GkaPT8CFVgg,5,lions roaring,train
Gl4U2_DJoSY,185,people eating crisps,train
Gl91Nx0dVuU,167,people eating apple,test
Gm8aad30V5g,50,playing tennis,train
GmGTkftrkYk,206,chopping wood,test
GmJY-JdyW5s,52,playing badminton,train
GmVBZUQZKxk,127,people eating apple,train
GmVBZUQZKxk,264,people eating apple,train
GmfVIuA6H_c,55,people eating crisps,train
GmkKAN3JxFM,113,people eating apple,train
GmkKAN3JxFM,239,people eating apple,train
Gn9a-ZnRWVc,43,playing badminton,train
Go-MrBNt82k,100,skateboarding,train
Gor0hFplM-U,70,dog barking,train
Gp8JHL426qs,195,playing badminton,test
GpYx4VydZPQ,32,lions roaring,train
GpYx4VydZPQ,56,lions roaring,train
GqRb1UVAuXQ,31,striking bowling,train
Gqupbytif5Q,208,chopping wood,train
GtWLB7v_YDs,5,hammering nails,train
GtWLB7v_YDs,18,hammering nails,train
GvfQ8ZDKMjg,197,people eating crisps,train
GvfQ8ZDKMjg,355,people eating crisps,train
GvjI0_ox1u0,74,playing badminton,train
Gvt1_XWFasM,0,people sneezing,train
GwEUQU5G4e0,542,playing badminton,train
Gwlez841U_I,7,lions roaring,train
Gwlez841U_I,19,lions roaring,train
GxcFTqFeTzA,679,playing badminton,train
Gz75PJ0YgCE,2,lions roaring,train
Gz75PJ0YgCE,13,lions roaring,train
GzPqONtFJXA,60,lions roaring,test
Gzvpnrg7sts,40,skateboarding,train
H09kOHdxay8,210,people sneezing,train
H0N9_PS2yGs,10,playing badminton,train
H0gguEUNwoA,22,playing badminton,train
H0plebcXr2E,50,hammering nails,train
H1lnKTp2j0A,140,people sneezing,train
H1ynbvzW0js,26,lions roaring,test
H2CGYJNuDnA,48,people eating apple,train
H2Zh2Nb8zbg,1,lions roaring,train
H2aSkDnw9hI,39,playing badminton,train
H2d2GTBga6I,62,chopping wood,train
H475WKtg3Uc,49,playing badminton,train
H5OWdWaTTzc,525,hammering nails,train
H6R9WQRtwF8,218,ice cracking,train
H6R9WQRtwF8,274,ice cracking,train
H7hvpCMoScQ,30,dog barking,test
H7vxysxaJ7U,411,striking bowling,train
H89ccT4SmFc,0,striking bowling,train
H89ccT4SmFc,12,striking bowling,train
H8IoMxnjzYw,19,striking bowling,test
H8xayzjJ6AU,23,people eating crisps,train
HAJ_uf3kIyw,30,dog barking,train
HAry3XXnXtI,15,hammering nails,train
HCRvyp7pqJ0,68,playing tennis,train
HCRvyp7pqJ0,91,playing tennis,train
HDFyz_PRBO8,163,people eating apple,train
HDJ14G1MM5U,90,playing badminton,train
HDNEUJxWu-A,245,playing badminton,train
HDOoa1ndtmQ,76,people eating crisps,train
HKvimMUXe7c,181,people eating crisps,test
HLNIbgt6gJc,13,playing tennis,train
HLULbyqKleE,303,people sneezing,train
HLgZcNhBmXc,10,dog barking,train
HLvVyfCFyzY,60,dog barking,train
HLxIwN7KAks,20,people sneezing,test
HMvUuOGgHl8,507,people eating crisps,train
HNCDZVUHsS8,54,people eating crisps,train
HO_dmqI-nmw,152,ice cracking,test
HOfsCvdfyzk,81,people eating crisps,train
HQm3NrLs1wY,185,people eating apple,train
HQzZqfH7RfM,316,hammering nails,train
HRI31s40P0E,19,people sneezing,train
HR_PbjsImqE,2,people sneezing,train
HTakErbPX64,30,hammering nails,train
HTakErbPX64,50,hammering nails,train
HTbzsDqmxQQ,10,skateboarding,train
HU8dZBS8CfI,0,people sneezing,train
HUDYHBPtrG8,33,people eating crisps,train
HUP72tlgzyE,66,playing badminton,train
HUQ8fCzYZPM,69,playing badminton,train
HUWudrZ-opQ,50,skateboarding,train
HVdLUTHpDQw,564,hammering nails,train
HYO_BVfdOFk,10,skateboarding,train
HYojEoDJiQc,49,hammering nails,test
HYs1UBfffgY,12,lions roaring,train
HYs1UBfffgY,42,lions roaring,train
HZm7-D82vNQ,425,playing badminton,train
H_bUwWFPLsc,131,hammering nails,train
H_bUwWFPLsc,267,hammering nails,train
H_foifR2C6A,20,playing badminton,train
H_rLJuETP-k,1,lions roaring,train
H_rLJuETP-k,15,lions roaring,train
Ha29IISBBRM,70,lions roaring,train
HaMYMbMfUEA,60,chopping wood,train
Hasc2nx7tO4,8,lions roaring,train
HbTXI-9Y2Us,330,playing badminton,train
HdOeLKqorQU,50,dog barking,train
HdbcCjMkkEg,51,playing badminton,train
Hdu21U_FVs8,20,dog barking,train
He9_MdIqh5M,7,playing tennis,train
He9_MdIqh5M,142,playing tennis,train
HeHaL9UxOFY,110,skateboarding,train
Hf1uCTQ9MFs,37,hammering nails,train
Hf1uCTQ9MFs,78,hammering nails,train
Hf75QQI3gyM,0,dog barking,train
Hg9thtsQwCQ,0,chopping wood,test
HhGEy-CYXhU,3,lions roaring,train
HhGEy-CYXhU,21,lions roaring,train
HhQ41vxrZmE,30,dog barking,train
HiM0cqYAV7Q,20,lions roaring,test
HiWpyiIU8lE,477,people eating crisps,train
HinmSr4nxEs,18,hammering nails,train
HinmSr4nxEs,84,hammering nails,train
Hj-R0wBJ7bo,140,skateboarding,train
Hk7KpspDimc,0,lions roaring,train
Hk7KpspDimc,11,lions roaring,train
HkwPoNEll4s,189,playing badminton,train
Hmp0x7LBCo0,8,hammering nails,train
Hmp0x7LBCo0,30,hammering nails,train
Ho-AkPmmMVk,30,skateboarding,test
Hook5wxdRqE,10,people eating crisps,train
Hook5wxdRqE,104,people eating crisps,train
HprEd7CUowg,2,striking bowling,train
HprEd7CUowg,92,striking bowling,train
HqS6-PER_Kc,2,lions roaring,train
HqS6-PER_Kc,23,lions roaring,train
Hqm0aZ5Dq9Q,413,people eating apple,train
Hqm0aZ5Dq9Q,545,people eating apple,train
HrYmJqfYQCY,668,ice cracking,test
Hr_DdDOz5NI,337,people eating apple,train
HsJYx5hKihs,21,people eating apple,train
HsJYx5hKihs,367,people eating apple,train
Hu1OmW6Glaw,30,chopping wood,test
HuLsUhhbZ-s,22,striking bowling,train
HuLsUhhbZ-s,35,striking bowling,train
HuqAKNXhQmo,8,playing badminton,train
Hvai5hF7BDE,70,people sneezing,train
Hvai5hF7BDE,105,people sneezing,train
Hvlx7E0h6Qk,8,hammering nails,train
HyBc4p7zdTw,78,playing badminton,train
HzVGh0xbPXI,0,dog barking,train
HzZUCLCCVOM,33,people eating apple,train
I0PICtU-Kyk,0,dog barking,train
I0uqJiuZGcI,87,lions roaring,train
I0uqJiuZGcI,122,lions roaring,train
I1FV4TE_FJ8,33,people sneezing,train
I1FV4TE_FJ8,44,people sneezing,train
I2H3ZmOoTBI,50,skateboarding,train
I3EtEa77uCk,529,playing badminton,train
I3kPmcHvMrg,30,dog barking,train
I6u6WZce-W4,6,striking bowling,train
I6u6WZce-W4,57,striking bowling,train
I6v8Ve_dxgE,202,playing badminton,train
I7Ev7bQF3bs,24,people eating crisps,train
I7vMYYXGQiI,247,people sneezing,train
I7vMYYXGQiI,517,people sneezing,train
I7zgwA9BOrI,10,dog barking,train
I8Af3ncHGJU,170,people sneezing,train
I8YBRY2uypA,30,skateboarding,train
I9Zk4ypA834,93,playing badminton,train
IAZfBOEmwNc,5,lions roaring,train
IAZfBOEmwNc,25,lions roaring,train
IBVid9pEOwk,5,striking bowling,test
IDKEFgj7TaY,1032,playing badminton,train
IDnYogceaA0,92,hammering nails,train
IF6537UnoLY,146,people eating crisps,train
IF8Z5ITjt4Q,427,people eating crisps,train
IF8Z5ITjt4Q,482,people eating crisps,train
IGRQ57WD7Pg,100,dog barking,train
IHvajW2S44c,213,playing badminton,train
IJOJPj10cgs,80,dog barking,train
IJfZZhI5TDI,4,people eating apple,train
IKQjtVBPUZ0,99,skateboarding,train
IKQjtVBPUZ0,360,skateboarding,train
ILRHyaxIBI0,435,playing badminton,train
IMB24hwbfg0,227,people eating apple,train
IMB24hwbfg0,296,people eating apple,train
IN6QD5paOrQ,0,lions roaring,train
IN6QD5paOrQ,17,lions roaring,train
INTuFkKRupI,24,people eating crisps,train
INTuFkKRupI,77,people eating crisps,train
IOJTT4TNEOQ,179,playing badminton,train
IPehEfMBLM0,100,chopping wood,train
IQHVhN9-lfc,7,people sneezing,train
IRRdp1HCRKs,12,people sneezing,train
ISoElB3H3tE,30,dog barking,train
ITEwOKzHonk,195,playing badminton,train
ITXdIAyBlMw,0,skateboarding,train
IUgHJv3LBns,89,people eating crisps,test
IVG8TE9lcfg,653,playing badminton,train
IWO5q6pW3dk,0,skateboarding,train
IWr6t7Z1mvg,0,dog barking,train
IX7hWXm0rrg,67,playing badminton,train
IXAL71JiSAI,30,dog barking,train
IXJbDl6kdzk,237,playing badminton,train
IXgoastfwW0,822,people eating crisps,train
IXgoastfwW0,940,people eating crisps,train
IXwkXj1abrY,146,playing badminton,train
IYANycbB8NI,194,hammering nails,train
IYFq35F80hY,20,dog barking,train
IYXDlgv8pTc,0,dog barking,train
IYhbC0LnCsU,3,ice cracking,train
IYhbC0LnCsU,61,ice cracking,train
IZpyBGV1p6M,220,skateboarding,train
IZpyBGV1p6M,440,skateboarding,train
IZuuoY5_8oU,30,skateboarding,train
I_vXhf6JaoE,70,skateboarding,train
Ia6SqHW4P5I,289,people eating crisps,train
Ia6SqHW4P5I,389,people eating crisps,train
Iap_hlKAI_g,1,lions roaring,train
Iap_hlKAI_g,24,lions roaring,train
Ib4AIqdEMsA,118,people eating apple,train
Ic-T5M7LAaI,147,people eating apple,test
Iejp01l-1uw,9,lions roaring,train
IfXJA83HcGM,453,playing badminton,train
IfyeEovPjZg,301,people eating crisps,train
IfyeEovPjZg,537,people eating crisps,train
IgZuLdndWww,47,lions roaring,train
IgZuLdndWww,59,lions roaring,train
Ihaf67Urzp8,137,people eating crisps,train
Ihaf67Urzp8,296,people eating crisps,train
IhrR8r6tWQc,59,playing badminton,train
IiPFL45UAmc,49,chopping wood,test
IidXCLA4rd0,8,people eating apple,train
IidXCLA4rd0,418,people eating apple,train
IjOKUlm9OYo,12,playing tennis,test
IjYuKLUKmh8,136,striking bowling,train
IlN12VWPl5o,40,people sneezing,test
Im1UwtffSmY,30,dog barking,train
ImwmBoFckH8,112,playing badminton,train
InBjhmMhgi4,204,playing badminton,train
IoaLYFNwUdc,283,hammering nails,test
Ion4zfj43io,226,playing badminton,train
IpAs6YiBBYc,21,skateboarding,train
IpAs6YiBBYc,84,skateboarding,train
IpdpUArkLng,75,playing badminton,train
Iq_y4aZY6EA,37,hammering nails,train
IqhcwbBmTU8,66,chopping wood,train
IqhcwbBmTU8,154,chopping wood,train
ItVtggV9-t8,0,lions roaring,train
ItVtggV9-t8,42,lions roaring,train
ItvPlcZQhG0,160,playing badminton,train
IybCTI4aC5s,3,striking bowling,train
IzxfbNdIf38,1,people eating crisps,train
J-oqCqZ2BGs,166,playing badminton,train
J-rX1WtnTsU,20,skateboarding,train
J07PT6phYcQ,56,lions roaring,train
J07PT6phYcQ,102,lions roaring,train
J0p_joNdGe0,30,dog barking,train
J2PmMvfEsj8,61,ice cracking,train
J2PmMvfEsj8,132,ice cracking,train
J3x8sNcsUiI,0,skateboarding,train
J4qAV4_pCMI,77,hammering nails,train
J4qAV4_pCMI,87,hammering nails,train
J5zkGAdLjO4,40,people sneezing,train
J6vu2EFqXM4,5,people sneezing,train
J7fVkoC-Ha8,711,people eating crisps,train
J7fVkoC-Ha8,745,people eating crisps,train
J8rRGUcxvKQ,95,playing badminton,train
JBFvyolYWfA,10,dog barking,train
JCLRKzLCpuk,368,chopping wood,train
JDnXdzeujqQ,0,skateboarding,train
JE0ThPjXiK0,18,lions roaring,train
JE0ThPjXiK0,29,lions roaring,train
JGHV2eUGCWg,14,playing badminton,train
JGzSez3r6K8,54,playing badminton,train
JHdMcaW8UhI,25,striking bowling,train
JHdMcaW8UhI,218,striking bowling,train
JIUepf3Ohcw,3,people sneezing,train
JIUlGdVDVLY,571,people eating apple,train
JIUlGdVDVLY,623,people eating apple,train
JJHywWSrGH4,431,playing badminton,train
JJg-rflNkUg,209,lions roaring,train
JKQG9DW78Rs,63,hammering nails,train
JLCjiHvshpg,14,people sneezing,train
JLCjiHvshpg,90,people sneezing,train
JLfbuuIi720,6,people sneezing,test
JMpqsef4w8g,18,chopping wood,test
JNQLiEDG-U8,700,people eating crisps,train
JNtEpV_nRpg,75,playing badminton,train
JPC56zILyBk,95,people sneezing,train
JPC56zILyBk,121,people sneezing,train
JQwirnKysXI,30,dog barking,test
JR28gjaYyek,233,playing badminton,train
JR6hmr931Tw,111,ice cracking,test
JRK5HD5cm4Q,232,people eating apple,train
JRK5HD5cm4Q,370,people eating apple,train
JRdXZ4AaRjc,14,people sneezing,train
JRdXZ4AaRjc,42,people sneezing,train
JVqTAIpcAD0,10,dog barking,train
JWZnYnwj-vY,174,people sneezing,train
JWZnYnwj-vY,307,people sneezing,train
JWa9P_jRsCw,321,people eating crisps,test
JXBNGfDy2DY,354,dog barking,train
JXBNGfDy2DY,380,dog barking,train
JXilVWK9IhI,7,playing badminton,train
JY7PXI3SXtc,200,people sneezing,train
JY7PXI3SXtc,560,people sneezing,train
JYSqCiBwR9I,190,skateboarding,train
JYqF4uhP7vY,30,chopping wood,train
JZ5DEczJTLo,50,skateboarding,train
JZ5DEczJTLo,152,skateboarding,train
JZdb0aZe6RE,30,dog barking,train
JZol4Ugz8x4,326,hammering nails,train
J_h-FQCxRo0,16,chopping wood,train
J_h-FQCxRo0,185,chopping wood,train
JbCAnenlsM0,41,people sneezing,train
JbCAnenlsM0,69,people sneezing,train
JdNoEpN4kxE,140,skateboarding,test
Jdh7omg5gK0,13,playing badminton,train
Jf1fRu9YgfE,64,hammering nails,test
Jfw-FBJLiq8,752,people eating apple,test
JiZLy57_wnY,581,hammering nails,train
JiZLy57_wnY,687,hammering nails,train
JjcXcqPSbNE,90,skateboarding,train
JkDCoJsamus,110,skateboarding,train
JkXALkgWLu0,2,lions roaring,train
JkeCq47R1Mw,9,hammering nails,test
JkhjF9y0VjQ,81,chopping wood,train
JkhjF9y0VjQ,91,chopping wood,train
JkpcAeRvu6Q,10,dog barking,train
JlPTPltabyw,436,playing badminton,train
JmNM0p0h8-c,28,people eating apple,train
JmNM0p0h8-c,39,people eating apple,train
Jmn5vIHJJ5Q,0,skateboarding,train
JnGEcArat0M,1,lions roaring,train
JnGEcArat0M,12,lions roaring,train
JnKe7NqhA54,250,skateboarding,train
JnL25yUWnpA,13,people sneezing,train
Joa_c5pYD7Y,70,dog barking,train
Jogry7CVLzA,7,people sneezing,test
Jrxdl7VGP9E,20,dog barking,train
Js0qEfM_bpE,134,chopping wood,test
Js0qEfM_bpE,265,chopping wood,test
Juh_ESled1Y,22,playing badminton,train
JwCjrS3-P2g,30,skateboarding,train
JwDtYfpC81M,26,chopping wood,train
JwDtYfpC81M,70,chopping wood,train
JxdVYZvaxk0,30,skateboarding,train
Jyka9zOu7W4,0,dog barking,train
JynVPHyxuDM,46,playing badminton,train
K-7-zllab5s,0,lions roaring,train
K-7-zllab5s,11,lions roaring,train
K-Eu4c_E8qE,9,people eating crisps,train
K-ImIv4gA7E,14,playing badminton,train
K05weXO5ooE,994,hammering nails,train
K075pNBNJ28,565,people eating crisps,train
K1ZwAX4xO1w,339,people eating apple,test
K2PrrFUGnW4,186,hammering nails,train
K4_HzxZS2r8,10,skateboarding,train
K69suc3ZilI,1,lions roaring,train
K69suc3ZilI,16,lions roaring,train
K7ISw1cQJ0o,52,hammering nails,train
K7c1P9lwZFs,132,people eating crisps,train
K7c1P9lwZFs,148,people eating crisps,train
K85wcgieeao,418,people eating crisps,train
K8BC9e4Bspg,151,hammering nails,test
KAKY05swwYk,153,people eating crisps,train
KAKY05swwYk,212,people eating crisps,train
KAuDaNz_u38,0,striking bowling,train
KB-1goQ_dWs,131,playing tennis,train
KB-1goQ_dWs,167,playing tennis,train
KB-CQs1OtXI,7,dog barking,train
KBmULhoBXDY,10,playing tennis,test
KD9raQxaBfE,20,skateboarding,train
KDJU7sEOwYs,15,lions roaring,train
KDnJ9rlmEbE,203,chopping wood,train
KDnJ9rlmEbE,225,chopping wood,train
KEK-XWr-r5w,10,skateboarding,train
KEtet34gu4c,40,dog barking,train
KF4Z3e_pgJo,10,skateboarding,train
KGXwmVakzjQ,340,skateboarding,test
KHBKZ8JOcEk,360,people eating crisps,train
KHBKZ8JOcEk,464,people eating crisps,train
KJ50LHDWUvo,580,people eating crisps,train
KJ50LHDWUvo,631,people eating crisps,train
KK2n3xMPlSI,111,playing badminton,train
KKDkcRxOkD8,252,playing badminton,train
KM-k9Ozvuec,291,people eating apple,test
KO3AD_sr0Z8,16,dog barking,train
KOigY-t3PGQ,87,people eating apple,train
KQAR_64a35I,11,lions roaring,test
KQXoBL4qLiE,99,playing badminton,train
KRN24y-0dh4,4,lions roaring,train
KRN24y-0dh4,16,lions roaring,train
KRWcALcTYjw,30,skateboarding,train
KT-rYg9B_CM,420,skateboarding,test
KUIQFG8gicg,0,skateboarding,train
KUNPIqSzJyg,235,people sneezing,train
KUNPIqSzJyg,330,people sneezing,train
KUzd6bUwGdE,484,people eating crisps,train
KUzd6bUwGdE,575,people eating crisps,train
KWvC21AUmDU,6,dog barking,train
KXfN9Z4U7KY,38,playing tennis,train
KXgnw3fjv7k,12,skateboarding,train
KYfAFLzY8oU,5,playing badminton,train
KYgJ3LHsoGs,28,playing tennis,train
KYgJ3LHsoGs,40,playing tennis,train
KZFD1lRFNaw,168,hammering nails,test
KbAoaRPnIeg,206,playing badminton,train
KbMpDHwexaI,84,people eating crisps,train
Kd0v9LD9Edc,40,skateboarding,train
KeqFIySfGZ4,4,people eating apple,train
KfCBT0XvTPw,30,dog barking,train
KgGj_D-gKyw,376,people eating crisps,train
KgGj_D-gKyw,559,people eating crisps,train
KgMajet3Yq8,230,skateboarding,train
KgYEgPYgjFs,138,playing badminton,train
KgqEA5HRVbg,15,playing badminton,train
Ki1F1r0-FtI,7,striking bowling,train
Ki1F1r0-FtI,505,striking bowling,train
KjBTrsLlBAs,0,hammering nails,train
KjGjVsWAfBk,2,dog barking,train
KjQYtq9Fsto,0,people sneezing,train
KkFbnGeQOaE,27,playing badminton,train
KkjCzpAWc9k,200,skateboarding,train
Kn5NdDZgXlY,110,people sneezing,train
KnlljvUsdR8,209,playing badminton,train
KpyS4aQZK6c,110,ice cracking,train
KpyS4aQZK6c,169,ice cracking,train
KpzZokdRUuY,40,people eating crisps,test
Kqw--nmhaRw,931,playing badminton,test
KtWLFXTamsY,2,people sneezing,train
KukbdaeWKTk,73,people eating apple,train
KwmkM--RGF4,56,people eating apple,train
Kx6j7dglzbM,796,ice cracking,train
Kx6j7dglzbM,846,ice cracking,train
Kxye5tF4_4o,10,skateboarding,train
KyQH2PK5SE0,18,ice cracking,train
KyQH2PK5SE0,37,ice cracking,train
KyorpiOYtHU,30,people sneezing,train
KzK6d6Qpu_o,10,dog barking,train
KzerdnnE7iY,437,playing tennis,test
KzerdnnE7iY,457,playing tennis,test
L-2q9qYPp1Q,28,hammering nails,train
L-2q9qYPp1Q,42,hammering nails,train
L-Xf2v97yQ0,167,playing badminton,train
L-d_qrNmYWA,2,striking bowling,train
L0TjCPF7ifc,76,playing badminton,train
L1QjEX87-bo,128,playing badminton,train
L1u1Nz60OCI,20,people eating apple,train
L1xYmnTDZLY,12,playing badminton,train
L31hhXIBipw,289,playing badminton,train
L4Z7XkS6CtA,30,skateboarding,test
L4j9D8Qrju8,50,skateboarding,train
L4sVoK7TAdc,13,skateboarding,train
L4sVoK7TAdc,488,skateboarding,train
L56zIjAwUb8,357,playing badminton,train
L711Cx131fU,30,dog barking,train
L711Cx131fU,59,dog barking,train
L7vPkRtLOec,0,lions roaring,train
